來源	公布日期	證券代號	名稱	累計	處置條件	處置期間	處置措施
TPEX	115/06/03	705031	訊聯群益5A購02	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/04~115/06/17	再次處置 / 20分
TWSE	115/06/03	7610	聯友金屬-創	8	連續三次	115/06/04～115/06/17	第二次處置 / 20分
TPEX	115/06/03	76101	聯友金屬一創	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/04~115/06/17	再次處置 / 20分
TPEX	115/06/03	7709	榮田	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/04~115/06/17	再次處置 / 5分
TPEX	115/06/03	8277	商丞	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/04~115/06/17	再次處置 / 10分
TWSE	115/06/02	058462	汎銓元大59購05	2	連續三次	115/06/03～115/06/16	第二次處置 / 20分
TWSE	115/06/02	1563	巧新	1	連續三次	115/06/03～115/06/16	第一次處置 / 5分
TWSE	115/06/02	2337	旺宏	4	最近十個營業日已有六次	115/06/03～115/06/16	第一次處置 / 5分
TPEX	115/06/02	23372	旺宏二	5	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/06/03~115/06/16	再次處置 / 5分
TPEX	115/06/02	4979	華星光	5	連續5個營業日	115/06/03~115/06/16	再次處置 / 20分
TPEX	115/06/02	49793	華星光三	5	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/06/03~115/06/16	再次處置 / 20分
TPEX	115/06/02	49794	華星光四	5	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/06/03~115/06/16	再次處置 / 20分
TPEX	115/06/02	704710	精材元大58購03	5	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/03~115/06/16	再次處置 / 5分
TWSE	115/06/01	050503	緯穎中信5A購05	3	連續三次	115/06/02～115/06/15	第一次處置 / 5分
TPEX	115/06/01	2061	風青	10	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/02~115/06/15	再次處置 / 20分
TWSE	115/06/01	2302	麗正	1	連續三次	115/06/02～115/06/15	第一次處置 / 5分
TPEX	115/06/01	3485	敘豐	10	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/02~115/06/15	再次處置 / 5分
TPEX	115/06/01	3523	迎輝	10	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/02~115/06/15	再次處置 / 5分
TWSE	115/06/01	3528	安馳	1	連續三次	115/06/02～115/06/15	第一次處置 / 5分
TPEX	115/06/01	4973	廣穎	10	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/02~115/06/15	再次處置 / 5分
TPEX	115/06/01	5321	美而快	10	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/02~115/06/15	再次處置 / 20分
TPEX	115/06/01	53211	美而快一	10	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/06/02~115/06/15	再次處置 / 20分
TPEX	115/06/01	6182	合晶	10	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/02~115/06/15	再次處置 / 20分
TPEX	115/06/01	61827	合晶七	10	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/06/02~115/06/15	再次處置 / 20分
TPEX	115/06/01	61828	合晶八	10	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/02~115/06/15	再次處置 / 20分
TPEX	115/06/01	6654	天正國際	10	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/02~115/06/15	再次處置 / 5分
TWSE	115/06/01	6770	力積電	2	連續三次	115/06/02～115/06/15	第一次處置 / 5分
TWSE	115/05/29	058498	汎銓國票5A購01	1	連續三次	115/06/01～115/06/12	第一次處置 / 5分
TWSE	115/05/29	1568	倉佑	2	連續三次	115/06/01～115/06/12	第一次處置 / 5分
TWSE	115/05/29	2375	凱美	1	連續三次	115/06/01～115/06/12	第一次處置 / 5分
TPEX	115/05/29	24642	盟立二	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/01~115/06/12	再次處置 / 5分
TWSE	115/05/29	2472	立隆電	1	連續三次	115/06/01～115/06/12	第一次處置 / 5分
TWSE	115/05/29	2492	華新科	7	連續三次	115/06/01～115/06/12	第二次處置 / 20分
TWSE	115/05/29	3021	鴻名	2	連續三次	115/06/01～115/06/12	第一次處置 / 5分
TWSE	115/05/29	6116	彩晶	3	連續三次	115/06/01～115/06/12	第一次處置 / 5分
TPEX	115/05/29	61827	合晶七	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/01~115/06/12	再次處置 / 5分
TPEX	115/05/29	6291	沛亨	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/01~115/06/12	再次處置 / 5分
TWSE	115/05/29	6449	鈺邦	3	連續三次	115/06/01～115/06/12	第二次處置 / 20分
TPEX	115/05/29	6488	環球晶	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/01~115/06/12	再次處置 / 20分
TPEX	115/05/29	705031	訊聯群益5A購02	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/01~115/06/12	再次處置 / 5分
TPEX	115/05/29	76101	聯友金屬一創	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/01~115/06/12	再次處置 / 5分
TPEX	115/05/29	7828	創新服務	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/06/01~115/06/12	再次處置 / 5分
TWSE	115/05/28	3026	禾伸堂	7	連續三次	115/05/29～115/06/11	第二次處置 / 20分
TPEX	115/05/28	3191	雲嘉南	4	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/29~115/06/11	再次處置 / 5分
TWSE	115/05/28	3532	台勝科	4	連續三次	115/05/29～115/06/11	第二次處置 / 20分
TWSE	115/05/28	6239	力成	1	連續三次	115/05/29～115/06/11	第一次處置 / 5分
TWSE	115/05/28	6405	悅城	3	連續三次	115/05/29～115/06/11	第二次處置 / 20分
TWSE	115/05/28	6806	森崴能源	5	連續三次	115/05/29～115/06/11	人工管制撮合 / 60分
TPEX	115/05/28	68061	森崴能源一	4	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/05/29~115/06/11	再次處置 / 60分
TPEX	115/05/28	6821	聯寶	4	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/29~115/06/11	再次處置 / 5分
TPEX	115/05/28	68211	聯寶一	4	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/29~115/06/11	再次處置 / 5分
TWSE	115/05/27	050328	華固凱基56購01	1	最近十個營業日已有六次	115/05/28～115/06/10	第一次處置 / 5分
TPEX	115/05/27	2061	風青	13	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/28~115/06/10	再次處置 / 5分
TWSE	115/05/27	2911	麗嬰房	2	連續三次	115/05/28～115/06/10	第二次處置 / 20分
TWSE	115/05/27	3189	景碩	3	連續三次	115/05/28～115/06/10	第一次處置 / 5分
TPEX	115/05/27	3236	千如	13	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/28~115/06/10	再次處置 / 5分
TPEX	115/05/27	45421	科嶠一	13	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/28~115/06/10	再次處置 / 20分
TWSE	115/05/27	4919	新唐	2	連續三次	115/05/28～115/06/10	第二次處置 / 20分
TWSE	115/05/27	4958	臻鼎-KY	1	連續三次	115/05/28～115/06/10	第一次處置 / 5分
TPEX	115/05/27	5321	美而快	13	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/28~115/06/10	再次處置 / 20分
TPEX	115/05/27	53211	美而快一	13	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/05/28~115/06/10	再次處置 / 20分
TPEX	115/05/27	6173	信昌電	13	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/28~115/06/10	再次處置 / 20分
TPEX	115/05/27	6182	合晶	13	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/28~115/06/10	再次處置 / 20分
TPEX	115/05/27	61827	合晶七	13	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/05/28~115/06/10	再次處置 / 20分
TPEX	115/05/27	61828	合晶八	13	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/28~115/06/10	再次處置 / 20分
TWSE	115/05/27	6271	同欣電	1	連續三次	115/05/28～115/06/10	第一次處置 / 5分
TPEX	115/05/27	6570	維田	13	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/28~115/06/10	再次處置 / 5分
TWSE	115/05/27	6834	天二科技	3	連續三次	115/05/28～115/06/10	第二次處置 / 20分
TWSE	115/05/27	6906	現觀科	1	連續三次	115/05/28～115/06/10	第一次處置 / 5分
TPEX	115/05/27	8042	金山電	13	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/28~115/06/10	再次處置 / 20分
TPEX	115/05/27	80426	金山電六	13	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/28~115/06/10	再次處置 / 20分
TPEX	115/05/27	8291	尚茂	13	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/28~115/06/10	再次處置 / 25分
TWSE	115/05/26	2455	全新	5	連續五次	115/05/27～115/06/09	第二次處置 / 20分
TPEX	115/05/26	24552	全新二	3	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/05/27~115/06/09	再次處置 / 20分
TPEX	115/05/26	24553	全新三	3	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/05/27~115/06/09	再次處置 / 20分
TWSE	115/05/26	2492	華新科	7	連續三次	115/05/27～115/06/09	第二次處置 / 20分
TWSE	115/05/26	3090	日電貿	4	連續三次	115/05/27～115/06/09	第二次處置 / 20分
TPEX	115/05/26	4127	天良	3	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/27~115/06/09	再次處置 / 5分
TWSE	115/05/25	2327	國巨*	1	連續三次	115/05/26～115/06/08	第一次處置 / 5分
TWSE	115/05/25	2424	隴華	1	連續三次	115/05/26～115/06/08	人工管制撮合 / 10分
TWSE	115/05/25	2478	大毅	2	連續三次	115/05/26～115/06/08	第一次處置 / 5分
TWSE	115/05/25	3026	禾伸堂	7	連續三次	115/05/26～115/06/08	第二次處置 / 20分
TWSE	115/05/25	3167	大量	9	連續五次	115/05/26～115/06/08	第二次處置 / 20分
TPEX	115/05/25	31672	大量二	7	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/05/26~115/06/08	再次處置 / 20分
TPEX	115/05/25	3491	昇達科	7	最近30個營業日內有12個營業日	115/05/26~115/06/08	再次處置 / 5分
TWSE	115/05/25	4722	國精化	1	最近十個營業日已有六次	115/05/26～115/06/08	第一次處置 / 5分
TPEX	115/05/25	47223	國精化三	7	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/05/26~115/06/08	再次處置 / 5分
TWSE	115/05/25	4916	事欣科	1	連續三次	115/05/26～115/06/08	第一次處置 / 5分
TPEX	115/05/25	49165	事欣科五	7	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/05/26~115/06/08	再次處置 / 5分
TWSE	115/05/25	6806	森崴能源	5	連續三次	115/05/26～115/06/08	人工管制撮合 / 60分
TPEX	115/05/25	68061	森崴能源一	7	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/05/26~115/06/08	再次處置 / 60分
TPEX	115/05/25	722723	新復興統一58購02	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/26~115/06/08	再次處置 / 20分
TWSE	115/05/25	8021	尖點	6	最近十個營業日已有六次	115/05/26～115/06/08	第二次處置 / 20分
TPEX	115/05/25	80212	尖點二	7	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/05/26~115/06/08	再次處置 / 20分
TWSE	115/05/22	058462	汎銓元大59購05	2	連續三次	115/05/25～115/06/05	第一次處置 / 5分
TWSE	115/05/22	2911	麗嬰房	2	連續三次	115/05/25～115/06/05	第一次處置 / 5分
TPEX	115/05/22	3675	德微	11	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/25~115/06/05	再次處置 / 5分
TPEX	115/05/22	49165	事欣科五	11	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/25~115/06/05	再次處置 / 5分
TPEX	115/05/22	5321	美而快	11	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/25~115/06/05	再次處置 / 5分
TPEX	115/05/22	53211	美而快一	11	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/05/25~115/06/05	再次處置 / 5分
TPEX	115/05/22	6538	倉和	11	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/25~115/06/05	再次處置 / 5分
TPEX	115/05/22	65381	倉和一	11	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/05/25~115/06/05	再次處置 / 5分
TWSE	115/05/22	6742	澤米	1	連續三次	115/05/25～115/06/05	第一次處置 / 5分
TWSE	115/05/22	6834	天二科技	3	連續三次	115/05/25～115/06/05	第一次處置 / 5分
TPEX	115/05/22	72381U	萬潤群益56售01	11	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/25~115/06/05	再次處置 / 20分
TWSE	115/05/22	7610	聯友金屬-創	8	連續三次	115/05/25～115/06/05	第二次處置 / 20分
TPEX	115/05/22	76101	聯友金屬一創	11	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/05/25~115/06/05	再次處置 / 20分
TPEX	115/05/22	8027	鈦昇	11	最近10個營業日內有6個營業日	115/05/25~115/06/05	再次處置 / 20分
TPEX	115/05/22	80273	鈦昇三	11	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/05/25~115/06/05	再次處置 / 20分
TPEX	115/05/22	8291	尚茂	11	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/25~115/06/05	再次處置 / 25分
TWSE	115/05/21	3090	日電貿	4	連續三次	115/05/22～115/06/04	第一次處置 / 5分
TWSE	115/05/21	6449	鈺邦	3	連續三次	115/05/22～115/06/04	第二次處置 / 20分
TPEX	115/05/20	1591	駿吉-KY	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/21~115/06/03	再次處置 / 25分
TPEX	115/05/20	3624	光頡	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/21~115/06/03	再次處置 / 5分
TWSE	115/05/20	6806	森崴能源	5	連續三次	115/05/21～115/06/03	人工管制撮合 / 60分
TPEX	115/05/20	68061	森崴能源一	7	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/05/21~115/06/03	再次處置 / 60分
TPEX	115/05/20	722723	新復興統一58購02	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/21~115/06/03	再次處置 / 5分
TPEX	115/05/20	724481	正基統一59購02	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/21~115/06/03	再次處置 / 20分
TPEX	115/05/20	80914	翔名四	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/21~115/06/03	再次處置 / 5分
TPEX	115/05/20	8455	大拓-KY	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/21~115/06/03	再次處置 / 5分
TWSE	115/05/19	3008	大立光	1	連續三次	115/05/20～115/06/02	第一次處置 / 5分
TWSE	115/05/19	3665	貿聯-KY	1	連續三次	115/05/20～115/06/02	第一次處置 / 5分
TPEX	115/05/19	6217	中探針	4	連續5個營業日	115/05/20~115/06/02	再次處置 / 20分
TWSE	115/05/19	6924	榮惠-KY創	2	連續三次	115/05/20～115/06/02	第一次處置 / 5分
TPEX	115/05/19	8091	翔名	4	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/20~115/06/02	再次處置 / 5分
TPEX	115/05/19	80914	翔名四	4	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/05/20~115/06/02	再次處置 / 5分
TPEX	115/05/19	8291	尚茂	4	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/20~115/06/02	再次處置 / 25分
TPEX	115/05/18	3498	陽程	4	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/19~115/06/01	再次處置 / 5分
TPEX	115/05/18	4971	IET-KY	4	連續5個營業日	115/05/19~115/06/01	再次處置 / 20分
TWSE	115/05/18	6449	鈺邦	3	連續三次	115/05/19～115/06/01	第一次處置 / 5分
TPEX	115/05/18	725744	新復興統一5A購01	4	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/19~115/06/01	再次處置 / 5分
TPEX	115/05/18	80273	鈦昇三	4	因連續3個營業日達本中心作業要點第四條第一項第一款	115/05/19~115/06/01	再次處置 / 5分
TWSE	115/05/15	3135	凌航	2	連續五次	115/05/18～115/05/29	第一次處置 / 5分
TPEX	115/05/15	31351	凌航一	7	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/05/18~115/05/29	再次處置 / 5分
TPEX	115/05/15	31352	凌航二	7	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/05/18~115/05/29	再次處置 / 5分
